user_id,song_id,rating,,
0,1,9.91,,biased user data:
0,2,8.22,,user 0 = metal head (1-24)
0,3,7.55,,user 1 = country (25-46)
0,4,8.75,,user 2 = pop (47-70)
0,5,6.56,,user 3 = punk (71-97)
0,6,8.3,,
0,7,7.86,,
0,8,7.23,,
0,9,5.58,,
0,10,5.91,,
0,11,10,,
0,12,5.98,,
0,13,9.98,,
0,14,6.37,,
0,15,6.8,,
0,16,6.19,,
0,17,7.16,,
0,18,9.4,,
0,19,7.86,,
0,20,6.6,,
0,21,6.05,,
0,22,6.36,,
0,23,7.54,,
0,24,8.71,,
0,25,4.9,,
0,26,1.87,,
0,27,2.66,,
0,28,2.72,,
0,29,2.98,,
0,30,4.78,,
0,31,2.06,,
0,32,3.7,,
0,33,3.39,,
0,34,4.78,,
0,35,2.22,,
0,36,3.71,,
0,37,4.64,,
0,38,3.4,,
0,39,2.82,,
0,40,4.58,,
0,41,2.71,,
0,42,4.03,,
0,43,4.85,,
0,44,3.3,,
0,45,3.86,,
0,46,2.61,,
0,47,3.63,,
0,48,4.53,,
0,49,1.05,,
0,50,3.5,,
0,51,2.85,,
0,52,3.01,,
0,53,4.13,,
0,54,2.35,,
0,55,2.27,,
0,56,3.39,,
0,57,2.42,,
0,58,1.93,,
0,59,3.12,,
0,60,3.36,,
0,61,1.44,,
0,62,4.06,,
0,63,3.81,,
0,64,2.25,,
0,65,2.23,,
0,66,1.45,,
0,67,3.8,,
0,68,3.75,,
0,69,1.17,,
0,70,2.4,,
0,71,4.5,,
0,72,1.9,,
0,73,1.22,,
0,74,2.44,,
0,75,3.73,,
0,76,2.5,,
0,77,1.01,,
0,78,2.36,,
0,79,1.23,,
0,80,4.58,,
0,81,3.59,,
0,82,1.23,,
0,83,2.72,,
0,84,1.76,,
0,85,4.52,,
0,86,2.95,,
0,87,1.4,,
0,88,4.48,,
0,89,4.31,,
0,90,4.18,,
0,91,3.82,,
0,92,3.05,,
0,93,2.64,,
0,94,1.36,,
0,95,4.69,,
0,96,1.09,,
0,97,3.35,,
1,1,4.67,,
1,2,1.75,,
1,3,4.24,,
1,4,1.47,,
1,5,4.53,,
1,6,1.37,,
1,7,2.69,,
1,8,1.94,,
1,9,2.44,,
1,10,2.59,,
1,11,1.72,,
1,12,3.82,,
1,13,4.46,,
1,14,4.96,,
1,15,4.38,,
1,16,4.49,,
1,17,1.84,,
1,18,4.94,,
1,19,2.45,,
1,20,4.86,,
1,21,1.83,,
1,22,1.59,,
1,23,1.69,,
1,24,3.31,,
1,25,6.93,,
1,26,5.7,,
1,27,8.57,,
1,28,7.83,,
1,29,9.19,,
1,30,8.81,,
1,31,6.59,,
1,32,8.49,,
1,33,5.28,,
1,34,5.98,,
1,35,8.81,,
1,36,6.61,,
1,37,7.04,,
1,38,7.27,,
1,39,7.24,,
1,40,5.2,,
1,41,8.22,,
1,42,8.44,,
1,43,6.76,,
1,44,8.83,,
1,45,8.29,,
1,46,8.75,,
1,47,3.26,,
1,48,4.52,,
1,49,3.48,,
1,50,2.62,,
1,51,3.11,,
1,52,1.65,,
1,53,2.72,,
1,54,4.66,,
1,55,4.23,,
1,56,1.16,,
1,57,2.5,,
1,58,1.95,,
1,59,3.45,,
1,60,2.07,,
1,61,4.38,,
1,62,1.19,,
1,63,4.99,,
1,64,3.01,,
1,65,4.5,,
1,66,4.23,,
1,67,1.74,,
1,68,2.88,,
1,69,2.53,,
1,70,3.45,,
1,71,1.99,,
1,72,2.08,,
1,73,4.68,,
1,74,1.97,,
1,75,4.42,,
1,76,1.54,,
1,77,4.53,,
1,78,4.19,,
1,79,3.98,,
1,80,2.89,,
1,81,1.8,,
1,82,3.26,,
1,83,1.37,,
1,84,2.01,,
1,85,3.81,,
1,86,2.53,,
1,87,4.79,,
1,88,4.65,,
1,89,2.77,,
1,90,2.95,,
1,91,2.93,,
1,92,4.06,,
1,93,3.23,,
1,94,1.06,,
1,95,4.41,,
1,96,3.17,,
1,97,2.47,,
2,1,3.83,,
2,2,1.64,,
2,3,1.46,,
2,4,4.12,,
2,5,1.15,,
2,6,1.24,,
2,7,3.32,,
2,8,2.03,,
2,9,4.6,,
2,10,2.26,,
2,11,4.73,,
2,12,1.03,,
2,13,2.26,,
2,14,4.1,,
2,15,2.03,,
2,16,2.33,,
2,17,1.07,,
2,18,4.99,,
2,19,4.59,,
2,20,3.23,,
2,21,3.77,,
2,22,1.1,,
2,23,2.62,,
2,24,2,,
2,25,3.54,,
2,26,3.51,,
2,27,1.62,,
2,28,4.97,,
2,29,4.98,,
2,30,3.6,,
2,31,2.42,,
2,32,2.62,,
2,33,2.64,,
2,34,4.81,,
2,35,4.56,,
2,36,3.43,,
2,37,4,,
2,38,4.71,,
2,39,4.46,,
2,40,4.56,,
2,41,4.62,,
2,42,2.33,,
2,43,4.48,,
2,44,4.58,,
2,45,1.07,,
2,46,4.39,,
2,47,5.47,,
2,48,6.22,,
2,49,6.72,,
2,50,7.93,,
2,51,5.54,,
2,52,5.85,,
2,53,9.99,,
2,54,6.95,,
2,55,8.8,,
2,56,6.8,,
2,57,5.33,,
2,58,9.17,,
2,59,9.66,,
2,60,9.68,,
2,61,6.74,,
2,62,6.69,,
2,63,5.22,,
2,64,6.09,,
2,65,8.55,,
2,66,5.09,,
2,67,5.61,,
2,68,8.38,,
2,69,6.62,,
2,70,7.45,,
2,71,4.61,,
2,72,2.04,,
2,73,2.79,,
2,74,1.17,,
2,75,4.66,,
2,76,1.49,,
2,77,1.8,,
2,78,2.17,,
2,79,4.16,,
2,80,3.42,,
2,81,3.95,,
2,82,3.92,,
2,83,4.93,,
2,84,1.95,,
2,85,3.37,,
2,86,1.91,,
2,87,5,,
2,88,2.69,,
2,89,2.83,,
2,90,1.17,,
2,91,4.03,,
2,92,2.62,,
2,93,3.53,,
2,94,3.11,,
2,95,1.42,,
2,96,1.55,,
2,97,2.6,,
3,1,1.97,,
3,2,3.71,,
3,3,3.44,,
3,4,1.46,,
3,5,1.07,,
3,6,1.88,,
3,7,2.28,,
3,8,2.69,,
3,9,4.73,,
3,10,1.78,,
3,11,3.28,,
3,12,1.19,,
3,13,1.71,,
3,14,1.18,,
3,15,2.6,,
3,16,4.31,,
3,17,1.85,,
3,18,3.73,,
3,19,1.51,,
3,20,2.1,,
3,21,3.85,,
3,22,4.79,,
3,23,3.32,,
3,24,3.75,,
3,25,2.23,,
3,26,3.1,,
3,27,2.39,,
3,28,1.2,,
3,29,1.82,,
3,30,2.98,,
3,31,3.31,,
3,32,1.9,,
3,33,2.81,,
3,34,1.25,,
3,35,1.47,,
3,36,4.06,,
3,37,3.73,,
3,38,1.96,,
3,39,1.32,,
3,40,2.89,,
3,41,4.65,,
3,42,1.72,,
3,43,1.96,,
3,44,1.78,,
3,45,1.6,,
3,46,3.61,,
3,47,1.14,,
3,48,4.14,,
3,49,2.38,,
3,50,3.61,,
3,51,2.08,,
3,52,4.87,,
3,53,2.62,,
3,54,2.89,,
3,55,1.62,,
3,56,4.9,,
3,57,4.85,,
3,58,3.51,,
3,59,3.36,,
3,60,1.47,,
3,61,3.82,,
3,62,4.81,,
3,63,2.07,,
3,64,1.44,,
3,65,1.67,,
3,66,4.15,,
3,67,3.03,,
3,68,4.78,,
3,69,1.42,,
3,70,3.67,,
3,71,2.59,,
3,72,6.21,,
3,73,8.05,,
3,74,5.4,,
3,75,6.71,,
3,76,7.63,,
3,77,7.69,,
3,78,9.68,,
3,79,8.44,,
3,80,8.22,,
3,81,9.24,,
3,82,5.55,,
3,83,8.98,,
3,84,7.91,,
3,85,9.62,,
3,86,5.08,,
3,87,7.8,,
3,88,6.39,,
3,89,5.39,,
3,90,7.58,,
3,91,5.28,,
3,92,7.99,,
3,93,9.65,,
3,94,7.83,,
3,95,8.74,,
3,96,8,,
3,97,7.98,,
4,1,9.56,,
4,2,5.09,,
4,3,4.08,,
4,4,2.15,,
4,5,1.98,,
4,6,1.37,,
4,7,9.27,,
4,8,9.57,,
4,9,5.72,,
4,10,6.59,,
4,11,3.06,,
4,12,7.15,,
4,13,5.14,,
4,14,9.4,,
4,15,9.08,,
4,16,9.8,,
4,17,7.84,,
4,18,4.84,,
4,19,2.32,,
4,20,8.6,,
4,21,3.98,,
4,22,5.37,,
4,23,9.57,,
4,24,2.24,,
4,25,5.25,,
4,26,2.86,,
4,27,7.16,,
4,28,8.35,,
4,29,6.42,,
4,30,1.8,,
4,31,6.35,,
4,32,8.95,,
4,33,2.01,,
4,34,1.16,,
4,35,9.17,,
4,36,8.61,,
4,37,9.74,,
4,38,9.75,,
4,39,9.99,,
4,40,9.72,,
4,41,5.21,,
4,42,9.39,,
4,43,1.97,,
4,44,5.94,,
4,45,9.66,,
4,46,6.36,,
4,47,4.01,,
4,48,9.13,,
4,49,8.04,,
4,50,6.61,,
4,51,2.45,,
4,52,8.68,,
4,53,5.55,,
4,54,3.76,,
4,55,6.77,,
4,56,9.86,,
4,57,6.98,,
4,58,7.78,,
4,59,4.87,,
4,60,1.56,,
4,61,6.17,,
4,62,9.05,,
4,63,3.62,,
4,64,6.6,,
4,65,4.41,,
4,66,9.16,,
4,67,4.15,,
4,68,9.04,,
4,69,6.28,,
4,70,9.13,,
4,71,3.81,,
4,72,8.75,,
4,73,4.24,,
4,74,1.71,,
4,75,2.21,,
4,76,6,,
4,77,6,,
4,78,8.74,,
4,79,2.08,,
4,80,3.92,,
4,81,1.47,,
4,82,9.75,,
4,83,3.02,,
4,84,2.5,,
4,85,2.92,,
4,86,7.92,,
4,87,4.89,,
4,88,1.04,,
4,89,4.85,,
4,90,6.46,,
4,91,4.83,,
4,92,1.77,,
4,93,6.05,,
4,94,5.7,,
4,95,4.68,,
4,96,6.37,,
4,97,7.89,,
5,1,9.95,,
5,2,8.88,,
5,3,9.8,,
5,4,6.39,,
5,5,1.81,,
5,6,3.71,,
5,7,3.79,,
5,8,6.01,,
5,9,8.95,,
5,10,3.28,,
5,11,7.12,,
5,12,2.61,,
5,13,6.69,,
5,14,2.25,,
5,15,4.22,,
5,16,6.64,,
5,17,8.45,,
5,18,9.08,,
5,19,2.59,,
5,20,3.04,,
5,21,9.13,,
5,22,3.26,,
5,23,6.1,,
5,24,8.28,,
5,25,1.76,,
5,26,7.61,,
5,27,3.29,,
5,28,8.01,,
5,29,6.21,,
5,30,6.8,,
5,31,8.06,,
5,32,8.17,,
5,33,1.8,,
5,34,2.63,,
5,35,6.9,,
5,36,6.38,,
5,37,4.44,,
5,38,5.86,,
5,39,1.38,,
5,40,9.92,,
5,41,5.68,,
5,42,4.96,,
5,43,8.18,,
5,44,3.58,,
5,45,2.36,,
5,46,6.22,,
5,47,6.91,,
5,48,5.14,,
5,49,2.85,,
5,50,8.45,,
5,51,4.28,,
5,52,2.56,,
5,53,2.83,,
5,54,5.63,,
5,55,7.4,,
5,56,4.16,,
5,57,4.27,,
5,58,1.63,,
5,59,4.17,,
5,60,4.67,,
5,61,6.85,,
5,62,4.48,,
5,63,6.48,,
5,64,4.22,,
5,65,9.53,,
5,66,7.32,,
5,67,4.34,,
5,68,1.02,,
5,69,5.71,,
5,70,5.61,,
5,71,6.83,,
5,72,1.73,,
5,73,1.85,,
5,74,1.03,,
5,75,3.5,,
5,76,8.16,,
5,77,8.63,,
5,78,7.94,,
5,79,8.12,,
5,80,4.53,,
5,81,9.29,,
5,82,1.99,,
5,83,5.09,,
5,84,5.93,,
5,85,1.41,,
5,86,1.25,,
5,87,1.79,,
5,88,2.27,,
5,89,2.64,,
5,90,3.05,,
5,91,3.68,,
5,92,6.89,,
5,93,3.6,,
5,94,7.1,,
5,95,4.96,,
5,96,8.18,,
5,97,5.9,,
6,1,1.91,,
6,2,7.6,,
6,3,2.76,,
6,4,7.22,,
6,5,6.69,,
6,6,6.73,,
6,7,9.1,,
6,8,5.24,,
6,9,2.31,,
6,10,8.48,,
6,11,3.57,,
6,12,5.08,,
6,13,3.44,,
6,14,8.8,,
6,15,4.35,,
6,16,9.87,,
6,17,9.18,,
6,18,8.43,,
6,19,9.69,,
6,20,4.26,,
6,21,2.24,,
6,22,2.32,,
6,23,1.83,,
6,24,8.21,,
6,25,7.89,,
6,26,2.02,,
6,27,1.72,,
6,28,3.24,,
6,29,4.81,,
6,30,4.09,,
6,31,3.55,,
6,32,6.27,,
6,33,1.11,,
6,34,1.45,,
6,35,9.14,,
6,36,3.74,,
6,37,5.73,,
6,38,7.79,,
6,39,6.3,,
6,40,4.16,,
6,41,7.88,,
6,42,6.39,,
6,43,4.99,,
6,44,4.29,,
6,45,2.81,,
6,46,4.69,,
6,47,9.4,,
6,48,3.18,,
6,49,3.95,,
6,50,2.45,,
6,51,7.08,,
6,52,6.1,,
6,53,2.13,,
6,54,6.15,,
6,55,5.41,,
6,56,2.79,,
6,57,9.42,,
6,58,2.34,,
6,59,2.54,,
6,60,9.73,,
